,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,label
2482,30.7,18.2,980.4,435.9,39.3,10.5,19.4,impersonator
3896,164.0,167.0,167.0,168.0,167.0,166.0,166.0,genuine
1085,140.5,148.8,188.0,173.7,143.8,170.4,179.5,impersonator
3626,15.700000000000001,45.1,216.0,224.5,14.2,39.7,1.1000000000000014,impersonator
604,144.7,345.9,178.6,171.1,188.8,159.1,158.2,impersonator
2699,156.0,186.9,186.9,163.0,158.7,167.1,166.6,impersonator
1053,172.6,177.4,152.4,155.8,181.7,171.2,150.3,impersonator
1323,164.0,187.0,153.0,170.0,168.0,171.0,171.0,genuine
1254,144.9,154.0,187.6,172.7,162.1,164.4,168.0,impersonator
268,15.2,16.4,17.0,19.1,757.8,18.4,16.1,genuine
450,171.0,171.0,176.0,175.0,171.0,172.0,173.0,genuine
238,164.0,188.0,154.0,170.0,171.0,169.0,170.0,genuine
2603,14.3,20.5,545.9,1469.0,18.2,19.0,18.9,genuine
3790,-5.0,311.1,348.2,164.3,188.0,145.7,160.1,impersonator
3407,164.0,168.0,167.0,166.0,167.0,166.0,168.0,genuine
3707,34.0,33.6,1178.7,615.4,27.299999999999997,-2.3999999999999986,-1.8000000000000007,impersonator
3095,17.4,21.1,18.5,1342.0,420.2,20.5,18.7,genuine
3024,169.0,15.0,143.9,311.8,188.7,178.1,168.2,impersonator
2377,27.200000000000003,1180.6999999999998,39.3,-7.300000000000001,30.4,33.0,-4.4,impersonator
2592,165.0,166.0,169.0,166.0,167.0,165.0,166.0,genuine
877,186.9,180.0,145.3,175.1,185.2,193.9,184.7,impersonator
1566,18.4,1412.7,19.0,16.4,16.0,16.8,17.3,genuine
460,10.0,14.0,1198.4,624.0,42.2,-2.099999999999998,41.1,impersonator
2054,228.9,232.9,233.2,433.3,16.4,233.1,433.6,genuine
70,17.0,1584.9,22.0,16.0,20.3,17.0,18.0,genuine
496,170.0,175.0,174.0,172.0,173.0,171.0,174.0,genuine
2189,19.0,1180.2,207.5,17.2,19.2,19.0,19.3,genuine
4432,61.2,2045.8,15.6,18.6,19.9,20.0,595.9,genuine
592,162.7,158.5,163.0,192.4,171.3,179.6,180.5,impersonator
3835,152.5,168.3,144.3,150.0,163.3,26.0,175.5,impersonator
1243,220.0,236.79999999999998,414.8,37.9,241.7,211.2,422.5,impersonator
1786,181.0,174.0,152.0,170.0,171.0,169.0,171.0,genuine
447,164.0,168.0,167.0,168.0,167.0,169.0,166.0,genuine
3427,228.3,433.2,16.3,233.3,233.2,433.4,16.4,genuine
259,166.0,168.0,168.0,166.0,169.0,167.0,167.0,genuine
4181,208.5,429.8,37.6,211.6,412.1,-4.900000000000002,215.3,impersonator
283,333.0,11.0,182.0,183.0,332.0,17.0,165.0,genuine
689,17.0,17.5,25.0,1381.0,17.8,19.0,18.8,genuine
383,177.8,163.8,170.3,155.7,156.5,155.3,180.7,impersonator
4476,40.9,13.100000000000001,33.1,547.3,5.1,0.7000000000000028,36.7,impersonator
2731,164.0,178.0,158.0,170.0,170.0,168.0,171.0,genuine
1025,169.0,174.0,175.0,173.0,175.0,174.0,175.0,genuine
1068,1231.2,15.3,19.8,16.0,16.5,17.9,17.6,genuine
1950,188.4,157.9,189.7,164.3,151.7,147.8,183.3,impersonator
73,-4.899999999999999,23.6,784.1,36.2,7.4,5.600000000000001,30.6,impersonator
2913,164.0,182.0,158.0,173.0,4.0,165.0,351.0,genuine
4031,16.9,20.0,983.2,630.4,22.9,16.9,20.1,genuine
439,174.3,180.8,153.6,190.7,177.9,170.6,171.0,impersonator
877,169.0,172.0,170.0,171.0,173.0,171.0,167.0,genuine
523,29.799999999999997,6.700000000000003,40.0,85.7,18.8,112.8,945.8,impersonator
290,432.40000000000003,271.8,458.3,252.70000000000002,12.2,232.1,235.8,impersonator
1849,142.5,190.0,167.7,167.5,170.3,157.4,162.6,impersonator
1898,175.6,181.9,149.2,155.3,146.0,181.1,180.3,impersonator
4288,16.0,17.7,1362.4,429.1,16.4,20.0,16.9,genuine
1050,172.0,173.0,173.0,173.0,173.0,172.0,172.0,genuine
246,164.0,167.0,168.0,166.0,168.0,169.0,167.0,genuine
1082,15.3,24.7,1159.6,630.9,20.2,16.1,18.6,genuine
1310,165.0,166.0,166.0,168.0,166.0,168.0,166.0,genuine
4346,29.3,33.1,211.7,200.0,219.6,213.7,416.7,genuine
272,34.1,28.5,1182.7,611.1999999999999,-1.5,10.7,-2.8999999999999986,impersonator
3918,173.1,169.0,166.6,191.5,189.2,175.5,158.0,impersonator
4064,16.2,785.7,16.6,18.1,19.5,53.9,88.5,genuine
969,422.7,10.0,247.10000000000002,214.1,233.3,446.2,33.2,impersonator
1468,191.1,149.9,161.9,175.0,182.3,191.5,163.0,impersonator
3081,181.0,171.0,157.0,170.0,170.0,170.0,12.0,genuine
15,197.29999999999998,214.8,433.90000000000003,229.4,236.7,450.3,3.4999999999999982,impersonator
610,-2.4999999999999982,4.6,33.900000000000006,8.299999999999999,980.3,19.4,17.0,impersonator
3281,925.5,18.0,18.4,17.8,18.3,2251.9,16.8,genuine
3174,165.0,169.0,166.0,166.0,169.0,166.0,167.0,genuine
2249,73.7,39.1,137.20000000000002,50.900000000000006,33.599999999999994,20.5,117.19999999999999,impersonator
55,178.4,162.0,155.4,196.9,183.4,179.1,165.7,impersonator
1259,38.4,12.6,24.6,953.1,3.3000000000000007,18.4,36.3,impersonator
3769,144.1,155.0,186.7,152.8,168.3,156.1,141.5,impersonator
1318,166.0,168.0,167.0,168.0,168.0,168.0,168.0,genuine
1603,14.8,17.1,1372.4,19.5,18.4,19.4,17.6,genuine
3863,28.3,3.9999999999999982,17.1,1165.4,36.7,25.0,27.0,impersonator
1385,148.0,169.2,149.9,8.6,141.0,342.3,161.2,impersonator
2280,166.0,170.0,169.0,171.0,170.0,171.0,164.0,genuine
3550,166.0,186.0,2.0,170.0,13.0,316.0,333.0,genuine
957,239.8,235.5,223.5,212.5,245.6,444.6,23.7,impersonator
3169,193.7,162.4,185.5,161.9,174.9,195.2,176.3,impersonator
1592,164.0,183.0,184.0,170.0,169.0,173.0,172.0,genuine
1777,170.0,174.0,173.0,173.0,172.0,171.0,175.0,genuine
2560,167.0,172.0,170.0,170.0,170.0,172.0,165.0,genuine
2500,167.0,171.0,170.0,173.0,172.0,172.0,164.0,genuine
4318,16.3,16.7,17.8,17.6,17.5,71.0,21.3,genuine
4072,-0.6999999999999993,424.6,32.3,257.4,231.2,246.6,211.0,impersonator
1437,158.7,169.3,156.5,187.7,162.5,190.6,158.6,impersonator
2293,164.0,168.0,166.0,167.0,167.0,169.0,169.0,genuine
1519,172.0,171.0,174.0,172.0,175.0,173.0,175.0,genuine
1408,427.29999999999995,-6.700000000000001,210.5,245.79999999999998,256.2,-1.8999999999999986,218.0,impersonator
3369,36.7,17.1,1157.1,411.1,5.199999999999999,27.3,4.0,impersonator
3547,173.0,171.0,174.0,174.0,172.0,175.0,172.0,genuine
1199,171.0,175.0,174.0,173.0,174.0,172.0,173.0,genuine
2631,157.6,152.1,158.1,19.5,183.7,3.8,313.8,impersonator
3238,191.7,215.6,416.8,15.5,216.7,199.8,216.2,genuine
2876,179.8,171.0,188.5,163.0,168.7,158.0,153.6,impersonator
1004,49.900000000000006,45.5,68.30000000000001,110.30000000000001,37.5,79.0,1815.0,impersonator
3231,225.4,233.6,449.8,16.6,232.8,232.9,450.0,genuine
4384,180.0,170.0,157.0,170.0,172.0,171.0,10.0,genuine
3208,30.3,-4.000000000000002,0.6999999999999993,8.2,28.099999999999998,40.4,30.299999999999997,impersonator
1076,20.0,22.9,1576.3,18.2,23.3,20.0,21.2,genuine
3423,184.5,194.8,172.9,176.2,157.0,30.6,177.5,impersonator
2520,230.5,16.1,235.5,400.0,233.1,233.1,451.1,genuine
1717,37.0,7.300000000000001,1386.6000000000001,34.1,-0.6000000000000014,38.3,14.7,impersonator
3787,430.9,11.1,231.7,233.0,433.5,16.5,233.2,genuine
3419,328.0,8.0,325.0,335.0,167.0,168.0,166.0,genuine
3179,229.1,233.0,233.1,433.2,16.8,233.1,433.4,genuine
2472,14.4,16.7,1593.7,16.5,16.1,17.1,17.2,genuine
4268,13.1,16.2,965.6,203.2,12.1,29.799999999999997,33.6,impersonator
883,16.8,87.9,17.7,1456.8,19.3,22.1,19.3,genuine
1958,170.0,172.0,174.0,174.0,174.0,174.0,173.0,genuine
2937,13.1,12.7,229.1,199.0,217.4,416.9,450.3,genuine
4161,186.0,148.1,155.6,170.2,166.9,168.5,142.3,impersonator
2406,5.5,-2.8999999999999986,145.7,27.2,59.6,71.9,55.6,impersonator
2976,160.8,145.9,177.4,146.4,169.9,165.1,184.8,impersonator
3368,151.7,188.8,184.0,180.8,182.5,177.4,183.5,impersonator
2250,188.0,198.1,146.7,163.1,147.4,166.3,170.2,impersonator
3722,5.1,212.0,209.0,229.6,436.59999999999997,35.6,235.5,impersonator
2128,188.0,161.6,188.1,170.3,160.4,181.6,190.4,impersonator
4419,196.70000000000002,203.9,434.2,223.60000000000002,408.90000000000003,17.8,239.1,impersonator
1342,13.400000000000002,9.200000000000001,554.0,823.8,30.7,2.3000000000000007,-2.8999999999999986,impersonator
3302,224.0,24.9,233.6,206.2,216.5,240.1,222.9,impersonator
3508,229.7,448.2,16.8,232.7,233.2,433.4,16.9,genuine
3373,170.0,175.0,172.0,173.0,172.0,174.0,175.0,genuine
4400,147.3,184.3,-11.8,166.6,354.2,152.0,171.6,impersonator
4383,169.0,173.0,174.0,173.0,174.0,173.0,174.0,genuine
1362,230.6,433.2,16.3,233.1,233.3,433.4,17.1,genuine
2436,166.9,149.7,177.7,173.4,179.7,160.0,171.3,impersonator
1086,142.0,155.8,142.7,141.4,172.3,157.2,169.7,impersonator
849,13.4,232.0,233.0,233.2,433.5,16.5,233.4,genuine
1104,16.9,20.1,14.4,968.2,626.2,20.4,16.7,genuine
3004,110.80000000000001,213.29999999999998,-1.1000000000000014,37.2,133.8,22.3,2535.0,impersonator
3315,154.7,158.1,184.9,174.9,188.8,193.1,195.0,impersonator
3796,17.5,16.2,1008.1,22.2,16.4,17.2,18.7,genuine
3731,192.6,417.1,233.2,450.8,15.4,232.5,450.6,genuine
2748,163.0,187.0,156.0,172.0,169.0,169.0,14.0,genuine
1452,164.0,180.0,157.0,171.0,172.0,169.0,170.0,genuine
1974,161.2,192.6,145.3,190.4,142.9,159.0,182.3,impersonator
4235,163.0,176.0,158.0,171.0,171.0,8.0,166.0,genuine
3830,168.0,11.0,156.0,332.0,168.0,167.0,8.0,genuine
3576,8.4,-4.300000000000001,1166.9,11.799999999999999,27.799999999999997,10.7,7.599999999999998,impersonator
3508,208.6,431.4,40.900000000000006,213.1,230.2,435.0,2.099999999999998,impersonator
411,5.0,1686.1,19.1,15.1,1018.8,20.8,19.8,genuine
845,18.8,21.1,105.2,1267.6,21.4,21.9,21.4,genuine
539,153.1,143.6,164.4,174.3,153.0,188.3,154.4,impersonator
2084,184.7,201.3,175.7,155.8,169.1,30.6,164.6,impersonator
3567,16.7,77.0,53.6,33.7,23.8,96.0,77.1,genuine
207,190.7,147.2,185.8,159.1,176.2,151.9,185.4,impersonator
4213,-2.0999999999999996,250.6,248.2,444.0,0.29999999999999716,232.4,235.6,impersonator
3610,1.4000000000000004,6.1000000000000005,29.9,1777.1,33.5,32.2,-1.8000000000000007,impersonator
628,164.0,188.0,153.0,171.0,170.0,169.0,170.0,genuine
4134,831.6,10.8,30.8,1861.6,22.3,25.900000000000002,43.0,impersonator
3355,3.0,15.1,966.8,837.1,30.4,-4.599999999999998,3.5999999999999996,impersonator
2894,25.2,-19.7,18.0,11.7,61.9,1373.2,9.5,impersonator
3911,229.6,232.4,16.4,216.3,199.9,433.1,16.4,genuine
2392,-6.899999999999999,25.7,17.1,29.5,974.3,-2.8000000000000007,26.3,impersonator
447,147.0,172.9,152.1,150.7,167.5,186.5,161.5,impersonator
1049,164.0,231.0,127.0,161.0,187.0,176.0,172.0,genuine
2974,233.0,229.1,233.4,433.3,16.6,233.2,233.3,genuine
3824,16.5,19.5,18.8,20.0,1150.2,18.4,19.5,genuine
1379,11.4,1596.0,16.4,433.3,16.5,16.2,16.5,genuine
3753,239.7,439.8,23.1,232.1,222.5,445.0,7.9,impersonator
3549,165.0,168.0,167.0,168.0,167.0,168.0,167.0,genuine
3364,252.8,226.20000000000002,226.29999999999998,207.1,255.0,226.1,19.4,impersonator
322,167.5,191.6,141.0,172.5,177.2,180.0,191.8,impersonator
3862,7.699999999999999,12.099999999999998,780.6,635.3,-4.099999999999998,-1.8000000000000007,-6.899999999999999,impersonator
4475,35.3,-10.600000000000001,209.0,208.7,176.4,225.1,210.5,impersonator
2967,188.6,158.6,146.9,165.0,182.0,171.8,154.8,impersonator
3230,165.0,168.0,167.0,167.0,168.0,168.0,168.0,genuine
3322,218.4,389.6,241.10000000000002,412.29999999999995,15.999999999999998,243.3,218.60000000000002,impersonator
2502,166.0,12.0,155.0,331.0,167.0,166.0,12.0,genuine
2150,15.1,434.4,11.9,15.5,216.3,216.6,200.0,genuine
2142,18.8,36.099999999999994,34.7,382.40000000000003,30.700000000000003,13.4,11.700000000000001,impersonator
589,19.2,21.2,19.5,958.5,21.1,19.9,20.8,genuine
1084,165.0,167.0,167.0,3.0,165.0,3.0,330.0,genuine
2379,409.20000000000005,35.1,246.4,234.60000000000002,254.0,228.8,247.0,impersonator
2526,19.5,20.3,128.9,1478.0,14.0,15.5,16.6,genuine
1175,161.1,173.2,189.6,29.9,140.1,344.2,163.0,impersonator
3070,163.6,167.8,184.6,153.2,152.3,169.0,175.0,impersonator
4311,182.2,160.9,148.9,149.1,165.1,186.2,155.7,impersonator
3936,153.4,149.7,184.3,183.2,166.3,152.1,186.2,impersonator
3354,15.4,230.7,230.9,16.0,216.5,416.6,233.2,genuine
1675,3.6000000000000014,17.3,962.0,827.3000000000001,43.900000000000006,11.4,-2.1999999999999993,impersonator
1944,172.0,175.0,173.0,172.0,173.0,173.0,173.0,genuine
3942,164.0,168.0,167.0,167.0,168.0,167.0,168.0,genuine
1017,848.8,1461.5,31.1,37.3,40.900000000000006,39.7,4.0,impersonator
2847,16.3,20.4,19.7,391.8,20.1,19.5,22.0,genuine
2656,33.1,9.400000000000002,1796.6000000000001,208.6,8.3,18.799999999999997,8.1,impersonator
1833,14.1,16.1,63.3,90.9,68.1,92.2,899.1,genuine
4115,-1.0,7.5,964.9,-7.900000000000002,5.699999999999999,-5.599999999999998,5.600000000000001,impersonator
144,765.0999999999999,609.5,39.4,-4.900000000000002,7.300000000000001,15.7,12.5,impersonator
3545,18.3,25.799999999999997,22.4,779.8,42.2,27.8,33.2,impersonator
1181,31.1,453.0,44.1,251.7,248.4,470.9,45.8,genuine
1138,1.4000000000000004,181.9,18.7,299.5,326.3,164.3,184.4,impersonator
1534,5.6,5.8,247.79999999999998,194.7,222.5,192.29999999999998,191.5,impersonator
413,38.9,-3.299999999999997,755.1,17.3,629.9,9.2,27.1,impersonator
670,0.9000000000000021,38.900000000000006,773.9,610.6999999999999,33.2,31.3,418.6,impersonator
829,165.0,169.0,168.0,165.0,167.0,168.0,168.0,genuine
2905,13.7,234.0,229.4,232.8,233.0,200.0,233.0,genuine
1127,168.0,172.0,206.0,137.0,170.0,170.0,166.0,genuine
1812,168.0,172.0,168.0,173.0,170.0,172.0,164.0,genuine
14,17.2,13.6,214.0,215.6,199.1,216.4,417.2,genuine
1582,13.5,230.9,228.8,216.9,234.5,232.1,15.6,genuine
3232,44.4,50.1,12.4,92.3,127.6,64.2,97.9,genuine
1621,16.7,25.3,781.1,421.0,18.3,21.0,19.7,genuine
2795,170.0,173.0,174.0,173.0,174.0,188.0,158.0,genuine
329,11.8,1024.9,45.1,20.099999999999998,21.900000000000002,20.2,22.7,impersonator
4021,164.0,168.0,165.0,165.0,165.0,166.0,169.0,genuine
152,164.0,181.0,153.0,171.0,11.0,166.0,333.0,genuine
2531,19.4,18.1,15.5,620.7,13.8,18.6,18.2,genuine
778,192.5,150.1,156.3,155.3,154.9,190.9,190.0,impersonator
2672,1.3000000000000007,235.89999999999998,210.5,221.60000000000002,250.29999999999998,213.20000000000002,456.7,impersonator
4158,-6.1,-0.9000000000000021,31.5,1387.8,-5.0,0.1999999999999993,10.7,impersonator
343,166.0,168.0,168.0,166.0,168.0,168.0,166.0,genuine
4416,16.9,19.8,130.9,1050.7,18.8,21.7,1012.0,genuine
860,0.5999999999999996,1.0999999999999996,328.2,1054.9,19.599999999999998,605.3,2.9000000000000004,impersonator
4150,181.0,169.0,159.0,171.0,171.0,169.0,10.0,genuine
2581,167.0,171.0,171.0,170.0,169.0,169.0,168.0,genuine
4340,-2.0,303.0,323.7,150.7,176.5,178.0,177.4,impersonator
4450,175.2,150.4,187.8,170.4,146.7,175.6,154.9,impersonator
843,10.100000000000001,1168.3999999999999,644.4,16.8,-5.0,15.9,22.2,impersonator
3651,186.4,194.1,154.6,181.9,189.5,160.5,186.9,impersonator
555,14.6,28.0,531.1999999999999,1041.5,-1.7000000000000028,13.799999999999999,25.6,impersonator
1443,190.9,174.6,151.8,155.8,189.2,194.8,185.2,impersonator
1897,254.7,217.2,241.2,214.0,235.2,215.79999999999998,432.20000000000005,impersonator
2873,77.7,56.1,58.199999999999996,173.3,75.8,90.9,109.7,impersonator
3299,593.0,1479.3,19.3,19.6,21.2,24.9,81.9,genuine
894,188.4,173.1,162.3,167.8,179.7,191.8,185.2,impersonator
3932,218.1,422.8,0.8000000000000007,238.9,232.5,415.7,28.9,impersonator
424,-3.299999999999999,-1.5,992.5999999999999,615.7,11.5,11.299999999999999,10.799999999999999,impersonator
2923,154.2,183.3,189.8,25.0,176.2,347.1,191.6,impersonator
449,177.6,165.0,198.5,182.7,196.8,153.5,160.3,impersonator
3960,164.0,168.0,168.0,166.0,166.0,168.0,169.0,genuine
3429,9.3,33.9,950.8,629.7,16.400000000000002,12.700000000000001,39.4,impersonator
3203,193.2,182.9,153.3,160.8,197.6,166.7,166.8,impersonator
708,21.3,125.9,89.0,656.0999999999999,-6.199999999999999,18.200000000000003,-4.699999999999999,impersonator
2122,148.4,164.4,176.6,166.3,191.1,189.3,165.7,impersonator
3028,189.1,166.3,172.0,150.9,182.3,161.1,158.2,impersonator
3290,223.0,423.9,255.79999999999998,14.4,240.3,176.3,449.4,impersonator
4423,207.1,248.20000000000002,230.20000000000002,411.4,4.900000000000002,221.39999999999998,223.10000000000002,impersonator
1512,1344.7,18.3,16.6,17.3,17.7,18.3,17.6,genuine
3306,190.5,194.9,137.9,172.3,187.4,194.3,153.1,impersonator
161,34.8,212.0,213.0,467.0,-6.199999999999999,217.6,238.5,impersonator
2554,168.1,177.3,187.3,184.8,158.8,174.6,162.1,impersonator
719,162.3,163.2,181.7,140.6,142.8,153.3,154.2,impersonator
4425,19.3,18.1,19.4,969.7,20.2,21.5,21.0,genuine
2857,14.0,131.7,16.3,1669.0,16.1,17.9,16.3,genuine
1080,196.6,215.6,417.2,433.4,15.2,234.2,232.6,genuine
1123,14.3,12.0,650.7,29.0,233.8,231.1,450.4,genuine
3164,173.0,148.2,152.0,166.7,185.5,192.4,161.9,impersonator
1352,12.4,15.6,1163.4,16.7,17.5,17.6,20.3,genuine
319,165.0,170.0,165.0,167.0,168.0,166.0,167.0,genuine
1598,35.2,27.8,958.6999999999999,655.1999999999999,32.9,34.9,20.2,impersonator
2913,157.2,176.4,161.2,182.6,-10.2,165.2,342.9,impersonator
772,165.0,167.0,166.0,167.0,167.0,169.0,167.0,genuine
619,1.0999999999999979,2.5999999999999996,-0.8999999999999986,8.000000000000002,1186.6,-2.400000000000002,41.9,impersonator
3763,172.0,174.0,174.0,172.0,172.0,174.0,175.0,genuine
4063,166.3,196.2,138.7,163.4,184.5,150.5,187.2,impersonator
1415,25.4,16.3,21.5,816.2,16.9,15.7,17.5,genuine
3833,-6.000000000000002,255.9,210.89999999999998,422.3,39.599999999999994,230.79999999999998,236.4,impersonator
2046,163.0,169.0,167.0,165.0,168.0,168.0,168.0,genuine
3961,233.6,228.7,433.7,16.0,233.4,232.9,232.8,genuine
3214,5.1,3.5,32.2,28.799999999999997,66.30000000000001,58.599999999999994,81.1,impersonator
1641,444.9,31.8,233.5,31.0,199.8,218.0,616.4,genuine
4009,185.5,195.9,161.5,151.0,187.6,161.6,168.4,impersonator
710,16.1,14.2,10.4,429.7,216.2,417.9,232.6,genuine
3595,624.1,214.0,16.5,16.0,16.9,16.8,16.7,genuine
3873,13.6,227.6,233.2,449.2,32.2,451.0,15.8,genuine
2750,19.8,20.2,216.4,198.7,217.7,216.3,619.2,genuine
2613,146.6,183.3,190.2,194.7,155.1,154.0,172.4,impersonator
1200,1438.3,22.0,226.0,18.5,20.5,16.4,16.4,genuine
2859,163.0,166.0,168.0,165.0,167.0,166.0,164.0,genuine
3433,169.0,171.0,174.0,173.0,173.0,175.0,174.0,genuine
1645,222.79999999999998,459.5,9.0,237.1,236.39999999999998,425.40000000000003,31.200000000000003,impersonator
3463,75.6,379.40000000000003,17.7,34.0,55.9,66.9,2658.9,impersonator
1542,187.6,175.7,160.7,161.7,158.5,163.5,159.5,impersonator
2406,16.2,19.1,125.3,18.4,57.6,87.9,44.7,genuine
3285,194.6,432.5,232.6,231.9,234.1,232.6,451.3,genuine
1186,15.4,1382.6,17.8,20.2,20.2,23.5,16.3,genuine
3884,31.1,18.7,985.1999999999999,194.70000000000002,15.900000000000002,22.5,10.999999999999998,impersonator
3512,25.299999999999997,17.299999999999997,1031.6000000000001,36.0,30.299999999999997,9.2,2296.3,impersonator
4350,165.0,169.0,167.0,167.0,169.0,165.0,168.0,genuine
844,219.3,241.9,27.7,208.9,592.5,30.9,244.6,impersonator
1697,38.0,1325.0,1700.5,10.3,40.6,23.5,41.699999999999996,impersonator
952,187.4,174.8,190.0,185.0,191.5,154.2,194.7,impersonator
1057,5.299999999999999,61.8,760.4,848.3000000000001,22.7,22.0,22.5,impersonator
2478,200.5,211.2,416.2,233.3,16.4,216.5,200.0,genuine
3916,229.1,433.1,16.5,233.1,433.4,16.6,233.2,genuine
3605,13.2,17.3,784.0,16.7,17.1,19.4,16.6,genuine
7,171.0,187.0,153.0,171.0,170.0,169.0,169.0,genuine
3849,14.7,230.6,232.0,433.4,15.6,233.2,233.2,genuine
3962,17.4,20.8,1578.9,17.6,21.2,20.8,20.9,genuine
1563,143.0,152.3,162.8,177.8,194.1,180.7,149.8,impersonator
4499,163.0,173.0,160.0,171.0,168.0,11.0,167.0,genuine
4014,4.0,240.4,248.10000000000002,454.8,28.4,240.29999999999998,219.6,impersonator
2044,18.1,19.4,1600.9,16.4,21.2,21.5,19.5,genuine
1188,16.5,3.4,17.0,418.9,215.4,216.7,199.7,genuine
3640,172.0,174.0,172.0,174.0,172.0,175.0,172.0,genuine
2866,165.0,167.0,168.0,168.0,168.0,166.0,166.0,genuine
716,41.4,240.70000000000002,23.4,225.79999999999998,239.4,427.6,437.79999999999995,impersonator
654,15.0,207.1,256.5,220.5,465.3,0.0,209.4,impersonator
878,16.4,54.9,45.2,1270.2,17.4,18.6,18.2,genuine
2695,15.7,1.5,15.0,23.1,15.3,1216.6,18.5,genuine
469,17.6,19.5,971.6,640.8,24.8,22.3,19.9,genuine
4251,15.7,234.1,227.5,233.3,432.9,16.1,234.0,genuine
3877,13.8,432.2,14.4,233.0,233.0,433.5,16.5,genuine
206,164.0,169.0,167.0,167.0,168.0,166.0,167.0,genuine
4077,182.4,172.6,187.8,153.2,185.4,150.7,174.8,impersonator
732,155.0,158.8,131.1,183.2,-5.300000000000001,143.6,369.4,impersonator
3758,26.5,20.5,809.3,626.5999999999999,18.1,14.700000000000001,29.3,impersonator
2473,170.0,174.0,174.0,175.0,173.0,172.0,172.0,genuine
4411,164.0,189.0,156.0,169.0,171.0,168.0,13.0,genuine
1677,163.0,180.0,154.0,170.0,169.0,11.0,166.0,genuine
746,15.3,20.6,16.6,945.3,17.7,20.0,17.3,genuine
3571,167.0,173.0,171.0,171.0,173.0,169.0,166.0,genuine
1583,28.8,21.4,232.4,194.9,216.79999999999998,221.1,437.3,impersonator
2197,16.8,17.2,561.2,840.5,19.5,18.8,20.5,genuine
4254,166.0,188.0,1.0,171.0,13.0,316.0,334.0,genuine
1649,400.0,238.7,457.3,23.1,209.39999999999998,230.4,449.9,impersonator
1864,15.600000000000001,27.3,1341.2,642.5,17.6,27.1,8.899999999999999,impersonator
3216,184.3,169.9,146.6,163.9,155.0,190.9,156.3,impersonator
3591,50.699999999999996,1320.7,195.4,21.400000000000002,26.8,-0.1999999999999993,39.2,impersonator
4043,164.0,166.0,168.0,166.0,166.0,168.0,167.0,genuine
1857,41.5,12.8,-1.799999999999999,983.5,404.6,13.5,21.2,impersonator
3112,165.3,172.9,152.0,168.7,192.4,180.6,148.9,impersonator
3212,30.9,200.1,210.5,215.6,392.5,225.3,232.3,genuine
3151,171.0,172.0,175.0,173.0,175.0,174.0,174.0,genuine
1983,7.400000000000002,17.0,972.7,615.4,-0.09999999999999787,-3.6999999999999993,0.3000000000000007,impersonator
2253,171.0,175.0,175.0,172.0,174.0,173.0,173.0,genuine
3152,161.3,172.9,159.3,149.5,159.3,154.5,186.3,impersonator
3233,16.9,18.5,18.5,18.5,67.0,28.0,56.3,genuine
1653,158.4,188.6,156.3,187.4,194.2,188.4,156.2,impersonator
2988,345.1,27.6,319.4,335.0,161.3,160.1,159.6,impersonator
3748,177.2,167.4,170.2,154.0,186.5,173.1,151.2,impersonator
226,186.4,171.7,181.3,188.0,164.4,188.1,192.9,impersonator
1551,230.7,432.7,16.8,232.9,233.1,433.5,16.2,genuine
1959,181.1,181.8,195.6,184.0,151.8,159.3,156.7,impersonator
2825,415.0,231.5,14.6,216.2,416.9,433.3,16.4,genuine
1977,15.7,21.0,1243.6,22.1,15.4,19.4,22.2,genuine
2802,173.0,172.0,172.0,175.0,172.0,173.0,175.0,genuine
1101,13.9,18.3,745.7,838.8,18.9,19.3,18.4,genuine
1839,205.4,162.8,164.0,177.0,187.4,176.1,191.9,impersonator
3282,186.8,152.9,173.9,189.0,189.5,170.2,181.1,impersonator
1095,14.4,19.1,399.1,421.9,16.9,19.5,19.2,genuine
3431,238.1,239.79999999999998,469.7,10.200000000000001,256.59999999999997,219.9,249.9,impersonator
1319,14.0,1203.0,17.3,15.2,16.2,16.5,16.8,genuine
2382,231.5,430.4,16.8,231.7,233.3,433.4,16.5,genuine
1436,47.2,2105.8,7.4,435.7,16.7,17.8,17.8,genuine
424,14.1,18.1,975.8,631.0,19.2,15.7,17.9,genuine
4263,173.8,173.2,165.4,193.1,158.2,174.9,144.3,impersonator
2646,155.1,142.1,178.6,21.9,167.0,338.7,170.5,impersonator
1064,190.8,167.4,181.7,182.6,173.9,198.3,159.1,impersonator
438,166.0,187.0,4.0,167.0,333.0,166.0,167.0,genuine
65,-2.6999999999999993,30.1,116.10000000000001,39.1,42.9,30.8,2015.2,impersonator
555,18.7,19.5,540.3,1048.4,22.4,19.4,20.6,genuine
1968,167.0,167.0,168.0,166.0,167.0,169.0,168.0,genuine
1672,-5.799999999999999,53.5,1327.7,396.4,28.6,4.799999999999999,618.1999999999999,impersonator
153,16.6,19.2,781.6,208.6,18.6,18.2,819.8,genuine
1147,183.3,188.8,142.4,171.8,150.8,158.4,180.4,impersonator
4071,20.6,16.8,11.7,18.0,563.6,17.2,17.4,genuine
3405,34.9,6.799999999999999,25.0,1169.4,-0.09999999999999787,31.4,10.500000000000002,impersonator
2652,211.8,427.7,23.4,209.9,247.4,435.2,51.8,impersonator
1948,178.5,180.2,181.4,148.0,158.4,187.2,167.0,impersonator
1307,19.8,17.9,3.0,977.8,14.4,6.899999999999999,43.8,impersonator
